Unnamed: 0,company,woKey,woK,ey,woLine,mfg,mfgName,equipTypeDescription,model,woDate,installDate,woComment,woComment1,woComment2,woComment3,woComment4,itemNo,mfgCode,mfgDescription,ItemDescription,qtyInvoiced,netPrice,woComment4_clean,woComment3_clean,woComment2_clean,woComment1_clean,woComment_clean,combined_technician_comments
413856,WHA,WHA628490,WHA,628490,1,DEL,DELFIELD,DRAWER COOLER,F18RC60,5/9/2018,5/10/2018,UNIT NOT MAINTAINING PROPER TEMP - REFRIG 5/9 COOLER UNDER FLAT TOP NOT MAINT PROPER TEMP & SALAD COOLER IS FREEZING PRODUCT-DD,,"INSPECTED SALAD COOLER FOUND T-STAT NOT CYCLING OFF. WILL ORDER NEW T-STAT AND RETURN. NEED TO RETURN IN AM HOURS TO PULL COOLER OUT TO WORK ON. COOLER NOT UNDER WARRANTY. ONLY COMPRESSER.5/16/2018 ARRIVE ON PREMISE, REMOVE DEFECTIVE SENSOR  PROBES AND THERMOSTAT, INSTALL NEW SENSOR PROBES AND THERMOSTAT. CYCLE UNIT UNIT FOUND UNIT TO CYCLE OFF ON TEMPERATURE. CURRENTLY IN SERVICE.",,,DELRF000083-S,DEL,DELFIELD,DANFOSS THERMOSTAT KIT INCLUDES 2194824 2194808 2194809 RAIL UNITS DOUBLE HOOKUP,1,179.21,,,inspect salad cooler find tstat not cycle order new tstat return need return hour pull cooler work cool not warranty compresser arrive premise remove defective sensor probe thermostat install new sensor probe thermostat cycle unit unit find unit cycle temperature currently service,,unit not maintain proper temp refrig cooler flat not maint proper temp salad cooler freeze productdd,inspect salad cooler find tstat not cycle order new tstat return need return hour pull cooler work cool not warranty compresser arrive premise remove defective sensor probe thermostat install new sensor probe thermostat cycle unit unit find unit cycle temperature currently service
62845,WHA,WHA1063199,WHA,1063199,1,CLE,CLEVELAND RANGE,STEAMER (GAS),C24GA10,11/4/2021,11/5/2021,UNIT NOT WORKING - HOT SIDE// STEAMER NOT WORKING. CHECK SO# 1051968,,CHECKED STEAMER. FOUND THE IGNITION MODULE LOCKED OUT. CYCLED POWER AND OBSERVED OPERATION.  UNIT TRIED TO LIGHT BUT FAILED. CYCLED POWER AGAIN AND UNIT LIT BUT MODULE IS GIVING A LOW INCOMING POWER ERROR. CHECKED INCOMING VOLTAGES. THEY ARE CORRECT ( 122 AND 26). ORDERED PARTS.  11/11 RETURNED AND REPLACED THE LISTED PARTS THEN TESTED OPERATION. UNIT FIRED ON THE FIRST TRY. SERVICE COMPLETE. THANK YOU FOR CHOOSING WHALEY FOODSERVICE.,,,VHL00-857207-00002,VHL,VULCAN HART,"MODULE,IGNITION S8600B",1,339.69,,,check steamer find ignition module lock cycle power observed operation unit try light fail cycle power unit light module give low incoming power error check incoming voltage correct order part return replace list part test operation unit fire try service complete thank choose whaley foodservice,,unit not work hot steamer not work check,check steamer find ignition module lock cycle power observed operation unit try light fail cycle power unit light module give low incoming power error check incoming voltage correct order part return replace list part test operation unit fire try service complete thank choose whaley foodservice
337368,WHA,WHA558017,WHA,558017,1,GAR,GARLAND,CLAM SHELL GRIDDLE,CXPB12,9/14/2017,9/15/2017,90 DAY PART   PART INSTALLED ON 09/11- FAILED 09/14.  (AT),**NOTES SAY THIS IS A 90 DAY; NEED TO BILL LABOR TO CUSTOMER; NEED DATE PART WAS FIRST INSTALLED AND DATE PART FAILED** MG 9/22  CHECKED UNIT OUT AND WILL NEED TO REPLACE THE ACTUATOR UNDER 90DAY WILL NEED TO ORDER ONE 9-21-17 JXG CAME TO INSTALL NEW ACTUATOR  DUE TO CALIBRATING COMPLICATIONS.    I INSTALL NEW PART CALIBRATED UNIT PROPERLY THEN I TESTED AND UNIT OPERATED PROPERLY  UNIT IS READY FOR SERVICE  TOTAL COOK CYCLES: 350 LAST 10 ERRORS: O EVENT NUMBER: CFA00029771,CHECKED UNIT OUT AND WILL NEED TO REPLACE THE ACTUATOR UNDER 90DAY WILL NEED TO ORDER ONE 9/21    CAME TO INSTALL NEW ACTUATOR  DUE TO CALIBRATING COMPLICATIONS.    I INSTALL NEW PART CALIBRATED UNIT PROPERLY THEN I TESTED AND UNIT OPERATING PROPERLY   GAR INV # 3404211,,,GAR4601944,GAR,GARLAND,CFA REPL ACTUATOR SERV KITS,1,832.52,,,check unit need replace actuator day need order come install new actuator calibrate complication install new calibrate unit properly test unit operate properly gar inv,note day need bill labor customer need date instal date fail mg check unit need replace actuator day need order jxg come install new actuator calibrate complication install new calibrate unit properly test unit operate properly unit ready service total cook cycle error o event number cfa,day instal fail,note day need bill labor customer need date instal date fail mg check unit need replace actuator day need order jxg come install new actuator calibrate complication install new calibrate unit properly test unit operate properly unit ready service total cook cycle error o event number cfa check unit need replace actuator day need order come install new actuator calibrate complication install new calibrate unit properly test unit operate properly gar inv
107678,WHA,WHA1105671,WHA,1105671,2,ROU,A J ANTUNES,FOOD WARMER,CW-100,3/1/2022,3/1/2022,"SOUP WARMER -  WIRE CUT AND WILL NO LONGER WARM M# CW-100, S#19090045, WNNV0033024 (NOT LISTED IN EQUIPMENT TAB)",,"3/1 ARRIVED ON SITE AND CHECKED INTO HYVE. SPOKE TO THE BOH MANAGER ON ARRIVAL. WAS SHOWN THE UNIT, IT WAS NOT IN OP3ERATION. REMOVED THE BOTTOM PANEL AND CHECKED. FOUND THE WIRE FROM THE TSTAT TO THE ELEMENT BROKEN. ALSO THE LIGHT BROKEN. CUT BACK WIRE AND CRIMPED NEW TERMINAL END. REPLACED THE LIGHT. ALSO REPLACED THE TERMINAL FOR THE OTHER LEAD.SECURED ALL WIRES AND PLUGGED IN TO TEST. FOUND THE UNIT IS HEATING WHEN THE TSTAT IS SET TO OFF. THE UNIT WILL NEED A NEW TSTAT TO COMPLETE REPAIR. WILL NEED TO ORDER TSTAT AND RETURN TO COMPLETE. THE UNIT STAYS ON ALL THE TIME AT THE MOMENT. NOTIFIED BOH MANAGER TERESA.  3/3/2022…BMB REPLACED TSTAT AND TESTED UNIT FOR PROPER OPERATION AND CYCLING.  NO OTHER PROBLEMS FOUND AT THIS TIME.",,,ROU7000619,ROU,A J ANTUNES,THERMOSTAT,1,65.78,,,arrive site check hyve speak boh manager arrival show unit not operation remove panel check find wire tstat element break light break cut wire crimp new terminal end replace light replace terminal leadsecure wire plug test find unit heat tstat set unit need new tstat complete repair need order tstat return complete unit stay time moment notify boh manager teresa bmb replace tstat test unit proper operation cycling problem find time,,soup warm wire cut long warm m cw s wnnv not list equipment tab,arrive site check hyve speak boh manager arrival show unit not operation remove panel check find wire tstat element break light break cut wire crimp new terminal end replace light replace terminal leadsecure wire plug test find unit heat tstat set unit need new tstat complete repair need order tstat return complete unit stay time moment notify boh manager teresa bmb replace tstat test unit proper operation cycling problem find time
31727,WHA,WHA1031841,WHA,1031841,2,PIT,PITCO,FRYER (GAS),SFSSH75,8/16/2021,8/18/2021,UNIT NOT HEATING - HOT SIDE    OPEN FRYER PUMP NOT WORKING PART SHOWING 1900,"8/16/21 RAS2  PTPP10995 PITCO ROCKER SWTICH SPST  SHIP TO LOUISVILLE  8/18/21 RAS2  PT60077901 circuit breaker, 10A SPST  SHIP TO LOUISVILLE","8/16/21 RAS2  CHECKED FRYER, HAD POWER. ROCHER SWITCH, BOTTOM RIGHT INSIDE NOT COMING ON.  HAS SPRING ACTION IN SWITCH NOT ON OROFF LIKE IT SHOULD.   I CLEANED, IT IS WORKING AT MOMENT.  BUT ORDERING NEW SWITCH TODAY.  8/18/21 RAS2  UNPLUGGED UNIT, REMOVED BOLTS AND WAS ABLE TO PULL OUT PANEL.  REMOVED SWITCH AND TRIED PUTTING IN NEW ROCKER. OLD MUCH LARGER, WILL NOT FIT.  DISCOVERED IT IS A CIRCUIT BREAKER.  LOOKING UP AND ORDERING TODAY.  WHEN I PLUGGED GAS FRYER BACK IN, FASTRON CONTROLLER WAS ACTING UP. TOOK ALMOST HALF AN HOUR TO GET IT TO COME BACK ON AND WORK PROPERLY. WAS READING HI TEMP AND HAD KEYPAD LOCKED OUT.  8/23/21 RAS2  REPLACED BREAKER ON FRYER.  THEN PLUGGED BACK IN AND TURNED ON. HAD TO WAIT UNTIL FRYER COOLED DOWN ENOUGH SO THE CONTROLLER WOULD STOP READING HI TEMP.  WHICH WAS ABOUT 20-25 MINUTES.  WHILE ONSITE I DIAGNOSED HENNY PENNY AHC-993 HOLDING CABINET, WHICH NEEDS NEW HI LIMIT. I HAVE TURNED OFF AT BREAKER.",,,*MISC HARDWARE,MISC,Miscellaneous,MISC HARDWARE/SUPPLIES,1,9,,,ras check fryer power rocher switch right inside not come spring action switch not oroff like clean work moment order new switch today ras unplugged unit remove bolt able pull panel remove switch try put new rocker old large not fit discover circuit breaker look order today plug gas fryer fastron controller act take half hour come work properly read hi temp keypad lock ras replace breaker fryer plug turn wait fryer cool controller stop read hi temp minute onsite diagnose henny penny ahc hold cabinet need new hi limit turn breaker,ras ptpp pitco rocker swtich spst ship louisville ras pt circuit breaker spst ship louisville,unit not heat hot open fryer pump not work show,ras ptpp pitco rocker swtich spst ship louisville ras pt circuit breaker spst ship louisville ras check fryer power rocher switch right inside not come spring action switch not oroff like clean work moment order new switch today ras unplugged unit remove bolt able pull panel remove switch try put new rocker old large not fit discover circuit breaker look order today plug gas fryer fastron controller act take half hour come work properly read hi temp keypad lock ras replace breaker fryer plug turn wait fryer cool controller stop read hi temp minute onsite diagnose henny penny ahc hold cabinet need new hi limit turn breaker
490192,WHA,WHA704168,WHA,704168,8,WEL,WELLS,OVENS-CONVECTION/DECK/STANDARD,M4200-3,12/22/2018,1/11/2019,UNIT NOT WORKING - HOT SIDE; OVEN NOT HEATING PER MIKE. ***EMERGENCENCY CALL AND OVERTIME IS APPROVED AND SERVICE REQUIRED*** JJF1,12-21-18 PER MIKE DO NOT ORDER CONTROLLER AT THIS TIME. WFG.,"12-22-18. FOUND WELL BISCUIT OVEN CYCLING OFF AND ON RAPIDLY AT TIME OF ARRIVAL DUE TO SHORTED PROBE AND POSSIBLY SHORT IN CONTROLLER, ONE OF THE FUSE HOLDERS MISSING AND JUMPED OUT ALONG WITH WIRES WILL BURNT BRITTLE ENDS, WILL NEED TO ORDER PARTS NDA WHEN POSSIBLE.  WFG.  12-27-18 ADDED PARTS JJF1.  1-10-19 REMOVED AND REPLACED PROBE, REPAIRED BRUNT WRING AND CONNECTORS. CORRECTED INSULATION ISSUE AROUND ELEMENTS. REPLACED SHORT AND GREASE LAIDENED SO CORD WITH 7FT OF 10/4 SO CORD. CHECKED OPERATIONS AND CONTROLLER IS STILL GLITCHING. A REPLACEMENT CONTROLLER IS NEEDED.  WAITING ON OWNERS APPROVAL TO ORDER SOLID STATE CONTROLLER. CALL CONTINUED PENDING JJF1 CONVERSATION WITH OWNER MONDAY. WFG  1-14-19 HAVE NOT HEARD BACK FROM OWNER WITH APPROVAL ON THE CONTROLLER THAT IS NEEDED. I AM CLOSING THE TICKET AND WILL CREATE A NEW TICKET WHEN OWNER RESPONDS. JJF1",,,VHL00-913102-00326,VHL,VULCAN HART,"THERMOSTAT,",1,135.05,,,find biscuit oven cycle rapidly time arrival shorted probe possibly short controller fuse holder miss jump wire burn brittle end need order part nda possible wfg add part jjf remove replace probe repair brunt wring connector correct insulation issue element replace short grease laidene cord ft cord check operation controller glitche replacement controller need wait owner approval order solid state controller continue pende jjf conversation owner monday wfg not hear owner approval controller need close ticket create new ticket owner respond jjf,mike not order controller time wfg,unit not work hot oven not heat mike emergencency overtime approve service require jjf,mike not order controller time wfg find biscuit oven cycle rapidly time arrival shorted probe possibly short controller fuse holder miss jump wire burn brittle end need order part nda possible wfg add part jjf remove replace probe repair brunt wring connector correct insulation issue element replace short grease laidene cord ft cord check operation controller glitche replacement controller need wait owner approval order solid state controller continue pende jjf conversation owner monday wfg not hear owner approval controller need close ticket create new ticket owner respond jjf
303510,WHA,WHA1305825,WHA,1305825,1,RAG,RATIONAL  COOKING SYSTEMS,RATIONAL COMBI STEAMER/OVEN ELECTRIC,SCCWE62G,6/27/2023,6/30/2023,"called back. 6/29 Nobody talked with me.  Probably one of my chefs.  However, the problem still persists.  Oven display continues to cut on/off randomly during cooking process.   Description: Top right oven (R-K-QOG-2) keeps starting/stopping on a continuous loop.			    8:00 TO 5:00 - TAKE PAPER TICKET - TABLET SERVICE ISSUES - MOST CALLS AFTER LUNCH ****TECH MUST EMAIL alesia.core@sas.com &  BEFORE LEAVING EA. TRIP.  8:00 TO 5:00 - TAKE PAPER TICKET - TABLET SERVICE ISSUES - MOST CALLS AFTER LUNCH ****TECH MUST EMAIL alesia.core@sas.com & FacilitiesHelpDesk@sas.com BEFORE LEAVING EA. TRIP.",,6/30/23 DEN TOP RIGHT COMBI OVEN / 2012 UNIT OVEN DROPPING OUT DURING COOK CYCLE THEN COMES BACK ON. WENT THROUGHOUT UNIT. NO ERROR CODES PRESENT IN ANY OF THE OVENS ERROR LIST. I WENT AND RAN EACH PROGRAM AND EACH OPERATION WITH NO ISSUES.  THE ONLY PARTS THAT COULD DROP POWER AND RESTART WITHOUT AN ERROR CODE IS THE MMI BOARD AND ITS 30PIN CONNECTOR. ORDERING BOTH 07/07/32 DEN ARRIVED AND INSTALLED NEW BOARD AND MINI CABLE. CHECKED OUT OK.,,,RAG40.03.516P,RAG,RATIONAL  COOKING SYSTEMS,CABLE MMI - CPU,1,64.58,,,den right combi oven unit oven drop cook cycle come go unit error code present oven error list go run program operation issue part drop power restart error code mmi board pin connector order den arrive instal new board mini cable check ok,,call talk probably chef problem persist oven display continue cut onoff randomly cooking process description right oven rkqog keep startingstoppe continuous loop paper ticket tablet service issue call lunch tech email alesiacoresascom leave ea trip paper ticket tablet service issue call lunch tech email alesiacoresascom facilitieshelpdesksascom leave ea trip,den right combi oven unit oven drop cook cycle come go unit error code present oven error list go run program operation issue part drop power restart error code mmi board pin connector order den arrive instal new board mini cable check ok
778364,WHA,WHA970484,WHA,970484,1,LIN,LINCOLN,CONVEYOR OVEN (ELECTRIC),2502HB3U07,3/8/2021,3/9/2021,***GET LINCOLN READY BOX***** LINCOLN OVEN IS NOT HEATING,PART FROM LINCOLN BOX O1BX DOESNT COME UP LIN369431 T STAT AND THE FAN MOTOR IS ON THE TICKET.,"FOUND THE COMPARTMENT HI LIMIT IS TRIPPED. RESET AND THE UNIT STARTED TO HEAT BUT THE COOLING FAN DIDNT COME ON. CHECKED VOLTAGE TO THE FAN AND ITS 240, UNIT WILL NEED A COMPARTMENT COOLING FAN AND A HI LIMIT. HI LIMIT IS IN THE BOX BUT THE 240 VOLT FAN ISNT. THEY HAVE ONE IN STOCK IN LEXINGTON AND REBECCA SAYS COME GET IT. WENT TO GET FAN CAME BACK INSTALLED FAN AND LIMIT. UNIT TESTED OK.",,,LIN369431,LIN,LINCOLN,THERMO BIMETAL MAN,1,65.15,,,find compartment hi limit trip reset unit start heat cool fan not come check voltage fan unit need compartment cool fan hi limit hi limit box volt fan not stock lexington rebecca say come go fan come instal fan limit unit test ok,lincoln box obx not come lin t stat fan motor ticket,lincoln ready box lincoln oven not heat,lincoln box obx not come lin t stat fan motor ticket find compartment hi limit trip reset unit start heat cool fan not come check voltage fan unit need compartment cool fan hi limit hi limit box volt fan not stock lexington rebecca say come go fan come instal fan limit unit test ok
91893,WHA,WHA1090672,WHA,1090672,1,KOL,KOLPAK,WALK IN COOLER,,1/23/2022,1/24/2022,UNIT NOT COOLING - REFRIG WALK IN COOLER REQUESTS MONDAY SERVICE,,01/24/22 EJC GAS  ARRIVED AT CUSTOMER SPOKE WITH MANAGER (TOM) STATES WIC NOT TEMPING. CHECKED TEMP IN BOX WAS AT 45 DEGREES CONDENSER OFF THEN CONDENSER CAME ON BOX STARTED TO DROP TEMP. CONDENSER AND TEMP CONTROLLER IS ON TOP OF BOX. CHECKED PRESSURES TEMP CONTROLLER IS A RANCO WITH DIFFERENTIAL STICKING WOULD NOT CYCLE BACK ON REPLACED WITH ETC 111 CONDENSER HAS DEFROST CLOCK INSTALLED SET TEMP TO 36 OFF 38 ON 4 15 MIN DEFROSTS A DAY. PRESSURES 220 / 58 GLASS FULL,,,1011767,101,ELECTRICAL ITEMS,ELECTRONIC TEMP CONTROL 120V ETC-111000,1,198.09,,,ejc gas arrive customer speak manager tom states wic not tempe check temp box degree condenser condenser come box start drop temp condenser temp controller box check pressure temp controller ranco differential sticking not cycle replace etc condenser defrost clock instal set temp min defrost day pressure glass,,unit not cool refrig walk cool request monday service,ejc gas arrive customer speak manager tom states wic not tempe check temp box degree condenser condenser come box start drop temp condenser temp controller box check pressure temp controller ranco differential sticking not cycle replace etc condenser defrost clock instal set temp min defrost day pressure glass
136915,WHA,WHA1133814,WHA,1133814,1,TRA,TRAULSEN,REFRIGERATION EQUIPMENT,RE132E-ZCF02,5/10/2022,5/10/2022,THAWING CABINET REQUEST UPDATE. RECOVERY SLOW.,,KBR 10MAY2022 ARRIVED AND FOUND THE COVER FOR THE COND UNIT WAS REMOVED AND NOT ALLOWING AIR TO FLOW THROUGH THE COND COIL BUT RATHER AROUND IT.  REINSTALLED THE COVER AND REMOVED ALL THE STORED STUFF FROM THE TOP OF THE UNIT.  EXPLAINED TO CUSTOMER THEY NEED TO NOT PLACE ITEMS ON TOP,,,*MISC HARDWARE,MISC,Miscellaneous,MISC HARDWARE/SUPPLIES,1,21,,,kbr arrive find cover cond unit remove not allow air flow cond coil reinstall cover remove store stuff unit explain customer need not place item,,thaw cabinet request update recovery slow,kbr arrive find cover cond unit remove not allow air flow cond coil reinstall cover remove store stuff unit explain customer need not place item
738500,WHA,WHA932787,WHA,932787,1,AMA,AMANA-LITTON,MICROWAVE,MCE14,11/9/2020,11/11/2020,UNIT NOT WORKING - HOT SIDE****CONVECTION OVEN IS NOT WORKING PROPERLY.  ANDY WILL BE DROPPING OFF.,,"FOUND TEMP PROBE WAS OPEN AND ALSO TRIAC WAS NEVER SHUTTING HEATING ELEMENT OFF. REPLACED BOTH PARTS AND UNIT HEATED TO TEMP AND CYCLED OFF. ALSO, DOOR CATCH WAS BROKEN AND HANDLE WAS MISSING. REPLACED BOTH PARTS AND ADJUSTED DOOR",,,AMA14189143,AMA,AMANA-LITTON,KIT-MOTOR WHEEL BLADE,1,114,,,find temp probe open triac shut heating element replace part unit heat temp cycle door catch break handle miss replace part adjusted door,,unit not work hot sideconvection oven not work properly andy drop,find temp probe open triac shut heating element replace part unit heat temp cycle door catch break handle miss replace part adjusted door
744277,WHA,WHA938159,WHA,938159,2,GRO,GROEN,STEAMER (ELECTRIC),VRC-6E,11/24/2020,11/25/2020,STEAMER PRESSURE IS NOT HIGH ENOUGH UNIT NOT WORKING - HOT SIDE,***PARTS ORDERED SOSD FROM PT  11.30.20   CLT,"11-25  KWF. ARRIVED ON SITE CHECKED IN AT FRONT DESK. WAS GIVEN A COVED TEST AND HAD TO WAIT FOR RESULTS. NEGATIVE  CHECKED STEAMER. FOUND UNIT WOULD HEAT TO 212 F THEN SHUT DOWN FOR LONG PERIODS OF TIME BEFOR STARTING ANOTHER HEAT CYCLE . OPERATING CLICK-SON IS NOT OPERATING AND UNIT SHUTS OF ON HIGH LIMT WILL NEED TO REPLACE BOTH OPERATING AND HIGH LIMIT T STATS. WILL ORDER PARTS AND RETURN TO INSTALL.  LVR 2020 DEC 3 ARRIVED AT LOCATION, REMOVED THE SIDE PANEL AND REMOVED AND REPLACE TWO HI LIMITS ON THE SIDE, WIRE PARTS AGAIN, SET UP AND TESTED, OKAY AT THIS TIME.",,,GRO141661,GRO,GROEN,UNIVERSAL THERMOSTAT,1,41.41,,,kwf arrive site check desk give coved test wait result negative check steamer find unit heat f shut long period time befor start heat cycle operate clickson not operate unit shut high limt need replace operating high limit t stat order part return install lvr dec arrive location remove panel remove replace hi limit wire part set test okay time,part order sosd pt clt,steamer pressure not high unit not work hot,part order sosd pt clt kwf arrive site check desk give coved test wait result negative check steamer find unit heat f shut long period time befor start heat cycle operate clickson not operate unit shut high limt need replace operating high limit t stat order part return install lvr dec arrive location remove panel remove replace hi limit wire part set test okay time
37372,WHA,WHA1037612,WHA,1037612,3,HAT,HATCO,HEAT LAMP,GRAH-54D,8/30/2021,9/13/2021,ADDED CALL FROM SITE - HOT SIDE,"8/30/21 LINES 1-2 SHIPPING FROM 2700 1Z95V94F0347607809...MS NEED 02.9.018 SWITCH (2), R02.19.017 SWITCH (1), BLUE. DM  NOTICE UNIT NEED NEW SWITCHES ORIGINAL 1027589","09.13.21 WHILE DOING THE PM NOTICE THE SWITCHES IN WATER SIDE WONT TURN OF AND WONT CYCLE PROPERLY, I REPLACE 3 FROM BOTTOM UP, TEST THEM AND UNIT CYCLES FINE. DM",,,*MISC HARDWARE,MISC,Miscellaneous,TERMINAL,1,12,,,pm notice switch water not turn not cycle properly replace test unit cycle fine dm,line shipping zvfms need switch r switch blue dm notice unit need new switch original,add site hot,line shipping zvfms need switch r switch blue dm notice unit need new switch original pm notice switch water not turn not cycle properly replace test unit cycle fine dm
533088,WHA,WHA742723,WHA,742723,3,KOL,KOLPAK,WALK IN COOLER,PC050T2,4/16/2019,4/16/2019,DOOR NEEDS TO BE ADJUSTED - REFRIG 4/15 WIC DOOR IS NOT CLOSING-DD 5/8 quote approved-DD,4-16-19 (LEE) PARTS NEEDED:  #KLP500000558 DOOR CLOSER $121.53 #KLP500000249 RH HINGES QTY. 2 $188.36EA. PREPARED QUOTE FOR HINGE AND CLOSER REPLACEMENT. 4/16 QUOTE SENT - RP 4 hours labor on quote 5-13-19 (LEE) RECIEVED DOOR CLOSER PART # FROM KASON PARTS DESK. IT IS INCORRECT FOR THIS APPLICATON. UNIT HAS 1095 STYLE CONCEALED CLOSER. STAFF DID NOT WISH TO HAVE EXTRA HOLES BORED INTO DOOR TO MOUNT CLOSER AS ORDERED. NEW PART # KAS1095-000013 $100.94,"4-16-19 ARRIVED ON SITE, INSPECTED WALK-IN COOLER DOOR THAT WOULD NOT CLOSE PROPERLY. SPRING LOADED CARTRIDGES IN HINGES WORN, WILL NOT ADJUST FOR ADDITIONAL CLOSING STRENGTH. ADJUSTED TOP HINGE SLIDE PLATE TO LESSEN DRAG ON BOTTOM SWEEP. WAS ABLE TO GET DOOR TO SWING AND CONTACT CLOSER, UNLESS DOOR IS OPENED PAST 90 DEGREE ANGLE TO BOX, THERE IS NOT ENOUGH SPRING TENSION IN HINGES OR CLOSER TO CLOSE DOOR FULLY. REPLACE HINGES AND CLOSER. 5-13-19 RETURNED TO LOCATION WITH REPLACEMENT DOOR HINGES AND CLOSER. REMOVED FAULTY HINGES, REPLACED WITH NEW HINGES. RESET DOOR SQUARE INTO FRAME USING HINGE ADJUSTERS. FOUND DOOR CLOSER AS ORDERED WOULD REQUIRE DRILLING AND SETTING NEW HOLES IN DOOR, AS IT DOES NOT MATCH EXISTING CLOSER. SPOKE WITH MICHAEL DOYLE, HE DOES NOT WANT MORE HOLES DRILLED IN DOOR. WAS ABLE TO LOCATE COMPARABLE CLOSER. WILL ORDER AND RETURN.",,,*MISC HARDWARE,MISC,Miscellaneous,MISC HARDWARE/SUPPLYS,1,50,,,arrive site inspect walkin cool door not close properly spring load cartridge hinge wear not adjust additional closing strength adjust hinge slide plate lessen drag sweep able door swing contact close door open past degree angle box not spring tension hinge close close door fully replace hinge close return location replacement door hinge close remove faulty hinge replace new hinge reset door square frame hinge adjuster find door close order require drill set new hole door not match exist close speak michael doyle not want hole drill door able locate comparable close order return,lee part need klp door close klp rh hinge qty ea prepare quote hinge close replacement quote send rp hour labor quote lee recieve door close kason part desk incorrect applicaton unit style conceal close staff not wish extra hole bore door mount close order new kas,door need adjust refrig wic door not closingdd quote approveddd,lee part need klp door close klp rh hinge qty ea prepare quote hinge close replacement quote send rp hour labor quote lee recieve door close kason part desk incorrect applicaton unit style conceal close staff not wish extra hole bore door mount close order new kas arrive site inspect walkin cool door not close properly spring load cartridge hinge wear not adjust additional closing strength adjust hinge slide plate lessen drag sweep able door swing contact close door open past degree angle box not spring tension hinge close close door fully replace hinge close return location replacement door hinge close remove faulty hinge replace new hinge reset door square frame hinge adjuster find door close order require drill set new hole door not match exist close speak michael doyle not want hole drill door able locate comparable close order return
443243,WHA,WHA657498,WHA,657498,1,MISC,Miscellaneous,REFRIGERATION EQUIPMENT,MCF-8709,8/1/2018,8/2/2018,***NON WARRANTY***TECH CALL RUTH 407-857-2434  WHEN YOU ARE ON YOUR WAY TO BUSINESS BUSINESS HOURS 10AM-8:30PM RUTH COULD NOT GIVE MAKE OF MODEL DOOR HANDLE BROKE AND WHEEL DOES NOT LET THEM OPEN DOOR TO REFRIGERATOR UNIT NEEDS PARTS - REFRIG. SOMEONE  ONSITE 7AM-8:30PM VISA ...7296 X03/21.,8-2-18: LOOK UP COMPANY AND LOOKS LIKE FROM CALIFORNIA AND NOT OPEN YET. CAN'T LEAVE A MESSAGE,"8-2-18: CHECK OUT UNIT AND IT NEEDS RIGHT SLIDING DOOR HANDLE WITH SCREWS AND LEFT SLIDING DOOR WHEELS DUE TO NOT IN TRACK TO SLIDE OPEN. COMPANY NOT OPEN NOW, SO WHEN WE GER INFO WE WILL LET CUSTOMER KNOW. EMAIL-  ADRICH@GMAIL.COM.  ATOSA- 909 595-2688",,,*MISC HARDWARE,MISC,Miscellaneous,MISC HARDWARE/SUPPLYS,1,9,,,check unit need right slide door handle screw leave slide door wheel not track slide open company not open ger info let customer know email adrichgmailcom atosa,look company look like california not open not leave message,non warrantytech ruth way business business hour ampm ruth not model door handle broke wheel not let open door refrigerator unit need part refrig onsite ampm visa x,look company look like california not open not leave message check unit need right slide door handle screw leave slide door wheel not track slide open company not open ger info let customer know email adrichgmailcom atosa
25595,WHA,WHA1025345,WHA,1025345,2,CLE,CLEVELAND RANGE,COMBI STEAMER/OVEN,C4ET 6.20 ES-N,7/30/2021,7/30/2021,Kitchen - BOH/HOH > Prep Zone > Equipment > Combi Oven Prep Zone,Broken/Damaged or giving an Error Code,Pump failure on the cleaning cycle and i can not get it to stop. I do not have a pin # for the override,UNIT NOT WORKING - HOT SIDE,7/30/2021 CAV  ARRIVED AT LOCATION TO LOOK AT EQUIPMENT LISTED. FOUND UNIT STUCK ON CLEAN CYCLE. TESTED CHEMICAL PUMPS UNDER INPUT OUTPUTS. FOUND RINSE SOLENOID GETTING VOLTAGE BUT NOT OPERATING PROPERLY. LOOKED UP PART NUMBER . CALLED SHOP. INSTALLED PART FROM WAREHOUSE STOCK. POWERED TESED AND RETURNED TO SERVICE.,*MISC ELECTRIC,MISC,Miscellaneous,MISC ELECTRIC,1,9,cav arrive location look equipment list find unit stick clean cycle test chemical pump input output find rinse solenoid get voltage not operate properly look number call shop instal warehouse stock power tese return service,unit not work hot,pump failure cleaning cycle not stop not pin override,brokendamage give error code,kitchen bohhoh prep zone equipment combi oven prep zone,brokendamage give error code pump failure cleaning cycle not stop not pin override unit not work hot cav arrive location look equipment list find unit stick clean cycle test chemical pump input output find rinse solenoid get voltage not operate properly look number call shop instal warehouse stock power tese return service
